date	year	location	latitude	longitude	sex	band	geolocator_tag.id	africa	asia	af_as	as_af	assign_2_1	assign_AFRICA_or_ASIA_only	geolocator_info	d2h	d13C_VPDB	pair_information	band	mate.id	mean_rwl	mean_rts	mean_lts	belly.total.bright	belly.avg.bright	belly.hue	belly.chrom	breast.total.bright	breast.avg.bright	breast.hue	breast.chrom	throat.total.bright	throat.avg.bright	throat.hue	throat.chrom	vent.total.bright	vent.avg.bright	vent.hue	vent.chrom	rwl.1	rwl.2	rwl.3	rts.1	rts.2	rts.3	lts.1	lts.2	lts.3	lts.intact	rts.intact	bird_mass	blood	nest	primary1	primary2	primary3	primary4	primary5	primary6	primary7	primary8	primary9	photo	feathers	tail	geolocator	geolocator.return	tag.id	time.deployed/retrieved	proportion.rustica.ancestry	proportion.gutturalis.ancestry	date	year	location	latitude	longitude	sex	band	geolocator_tag.id	africa	asia	af_as	as_af	assign_2_1	assign_AFRICA_or_ASIA_only	geolocator_info	d2h	d13C_VPDB	pair_information	band	mate.id	mean_rwl	mean_rts	mean_lts	belly.total.bright	belly.avg.bright	belly.hue	belly.chrom	breast.total.bright	breast.avg.bright	breast.hue	breast.chrom	throat.total.bright	throat.avg.bright	throat.hue	throat.chrom	vent.total.bright	vent.avg.bright	vent.hue	vent.chrom	rwl.1	rwl.2	rwl.3	rts.1	rts.2	rts.3	lts.1	lts.2	lts.3	lts.intact	rts.intact	bird_mass	blood	nest	primary1	primary2	primary3	primary4	primary5	primary6	primary7	primary8	primary9	photo	feathers	tail	geolocator	geolocator.return	tag.id	time.deployed/retrieved	proportion.rustica.ancestry	proportion.gutturalis.ancestry
42879	2017	Zhangye	38.937682	100.439127	m	2035	BB384	0.0000851	0.0000202	4.217365605	0.237114847	africa	africa	*africa	-24.00365592	-17.89949465	y	2035	2036	125.1666667	98.5	97.16666667	93688.04433	46.91439376	660.4	0.353433753	101961.3003	51.05723602	670.0966667	0.346706275	22280.61507	11.1570431	670.4766667	0.486350872	69823.78	34.9643365	624.0766667	0.413542404	125	125	125.5	98.5	98.5	98.5	97	97	97.5	y	y	18.26	y	y	97	97	90	81	72	69	62	57	52	y	y	y	y	y	BB384	0.895833333	0.99999	0.00001	42879	2017	Zhangye	38.93728302	100.439467	f	2036	BB354	0.0000857	0.0000193	4.435879268	0.225434449	africa	africa	*africa	-23.5199646	-17.63095373	y	2036	2116	121	84.83333333	85	121993.756	61.08851077	590.7933333	0.321648025	126652.3627	63.4213133	584.44	0.323867387	19628.66847	9.82907785	652.79	0.479219225	91789.53733	45.96371424	609.4066667	0.368032761	121	121	121	85	85	84.5	85	85	85	y	y	18.77	y	y	94	92	85	81	74.5	69	62	58	50	y	y	y	y	y	BB354	0.919444444	0.507777	0.492223
42877	2017	Zhangye	38.98825102	100.437692	m	2061	BB411	0.0000902	0.0000127	7.100988052	0.140825473	africa	africa	NA	-6.682815254	-20.14844797	y	2061	2060	125	93	96.83333333	95553.549	47.84854732	660.02	0.342674286	88495.085	44.31401352	644.1666667	0.37219251	12558.4358	6.288650876	689.11	0.540496424	58509.99537	29.2989461	660.02	0.423976263	125	125	125	93	93	93	96.5	97	97	y	y	18.15	y	y	97.5	96	88	83	77	69	64	57	50	y	y	y	y	y	BB411	0.678472222	0.48717	0.51283	42572	2016	Zhangye	38.98825102	100.437692	f	2060	BB425	0.000067	0.0000465	1.44113117	0.693899362	undetermined	NA	africa	-31.83121019	-17.88805357	y	2060	2061	119.3333333	84	83.83333333	115805.7363	57.98985295	605.4066667	0.331462981	120978.9957	60.58036839	622.4066667	0.338655359	27418.4757	13.7298326	681.4	0.528411258	111743.5153	55.9556912	610.3533333	0.344184469	119.5	119	119.5	84	84	84	83.5	84	84	y	y	15.64	y	y	93	92	86	78	76.5	71	65	57.5	51	y	y	y	y	n	BB425	0.677083333	0.00001	0.99999
42877	2017	Zhangye	38.941048	100.434729	m	1705	NA	0.0000843	0.0000213	3.955089352	0.252838788	africa	africa	NA	-24.59198985	-19.28579358	y	1705	2104	125.8333333	116	104.8333333	106780.1173	53.47026406	616.4266667	0.32267762	99000.92833	49.57482641	601.3933333	0.335433919	21582.30037	10.80736123	649.1	0.513167841	79008.26633	39.56347838	595.1	0.39692092	126	125.5	126	116	116	116	105	104.5	105	y	y	15.47	y	y	97	94	86	80	75	69	64	57	52	y	y	y	n	NA	NA	NA	0.559965	0.440035	42877	2017	Zhangye	38.941048	100.434729	f	2104	NA	0.0000869	0.0000175	4.955286179	0.201804692	africa	africa	NA	0.288767385	-18.98175301	y	2104	1705	122	82.66666667	82.5	97416.457	48.7814006	626.7933333	0.356171076	99728.52767	49.93917259	643.4066667	0.351251343	26760.18383	13.4001922	660.02	0.483922502	84784.44933	42.45590853	643.4066667	0.366358944	122	122	122	82.5	83	82.5	82.5	82.5	82.5	y	y	17.57	y	y	93	93	86	80	75	68	64	58	52	y	y	y	n	NA	NA	NA	0.602048	0.397952
42875	2017	Zhangye	38.94081599	100.433619	m	1708	NA	0.000091	0.0000116	7.818753505	0.127897625	africa	africa	NA	-11.13575764	-19.7777425	y	1708	1713	124	108	109	90788.397	45.46239209	626.7933333	0.36547458	104932.0997	52.54486713	643.4066667	0.355754419	16751.85233	8.38850893	688.7966667	0.473722085	86592.214	43.36114872	643.4066667	0.375112201	124	124	124	108	108	108	109	109	109	y	y	18.45	y	y	96	93.5	86	79	74	69	63	57	49	n	y	y	n	NA	NA	NA	0.708142	0.291858	42878	2017	Zhangye	38.94081599	100.433619	f	1713	NA	0.0000892	0.0000143	6.244127141	0.160150487	africa	africa	NA	-19.42405572	-21.51546283	y	1713	1708	120.1666667	94.16666667	94	102101.9373	51.12766016	626.4066667	0.320298093	108057.891	54.11011067	626.7933333	0.324155987	18498.11487	9.262951861	669.7633333	0.52563366	83305.55233	41.71534919	590.85	0.360310039	120	120.5	120	94	94	94.5	94	94	94	y	y	19.12	y	y	92	92	87	79	74	70	65	58	52	y	y	y	n	NA	NA	NA	0.585365	0.414635
42875	2017	Zhangye	38.941306	100.435021	m	1710	NA	0.000091	0.0000116	7.831678074	0.127686556	africa	africa	NA	-11.41875724	-17.0024777	y	1710	2100	126	125.5	120.6666667	156255.196	78.24496545	660.4	0.293873152	118874.8693	59.52672475	614.0266667	0.31594586	17894.83457	8.960858571	660.4	0.496331236	90940.22	45.53841763	643.02	0.368215123	126	126	126	125.5	125.5	125.5	120.5	121	120.5	y	y	17	y	y	98	97	89	82	76	71	65	59	51	y	y	y	n	NA	NA	NA	0.99999	0.00001	42875	2017	Zhangye	38.941306	100.435021	f	2100	NA	0.0000906	0.0000122	7.429656192	0.13459573	africa	africa	NA	-15.73555716	-18.74456817	y	2100	1710	118.5	84	84	126843.6373	63.51709431	639.09	0.305363706	91550.348	45.84393991	626.0933333	0.324265955	26635.8154	13.33791457	667.0366667	0.468007254	37538.581	18.79748673	659.7066667	0.429742389	118.5	118.5	118.5	84	84	84	84	84	84	y	y	18.56	y	y	92	91	85	79	73	68	62	57	50	y	y	y	n	NA	NA	NA	NA	NA
42571	2016	Zhangye	38.94130801	100.434887	m	1712	BB431	0.0000447	0.000079	0.565833736	1.767303603	undetermined	NA	africa	-37.10083449	-18.61751852	y	1712	2045	119.1666667	NA	NA	103210.7683	51.68290853	609.4066667	0.318402903	119323.5137	59.75138391	637.4466667	0.325490255	23221.31583	11.62810007	672.4366667	0.535707551	107809.1127	53.98553464	598.5166667	0.343729224	119	119	119.5	NA	NA	NA	NA	NA	NA	n	n	16.9	y	y	92	92	84	79	74	70	63	58	50	y	y	y	y	n	BB431	0.583333333	0.659285	0.340715	42571	2016	Zhangye	38.94130801	100.434887	f	2045	BB429	0.0000847	0.0000207	4.085680331	0.244757279	africa	africa	NA	-24.29777228	-19.39905927	y	2045	1712	120	NA	NA	111278.2623	55.72271524	626.7933333	0.308335927	114927.6987	57.5501746	644.1066667	0.327328428	44490.015	22.27842514	660.02	0.459245996	103433.8163	51.79460007	660.02	0.326026033	120	120	120	NA	NA	NA	NA	NA	NA	n	n	15.41	y	y	92	92	86	81	74	67	61	52	45	y	y	y	y	n	BB429	0.597222222	0.447327	0.552673
42875	2017	Zhangye	38.94130801	100.434887	m	1712	BB431	0.0000883	0.0000155	5.685417602	0.175888575	africa	africa	*africa	-20.75234649	-18.16772785	y	1712	2101	119.5	113.1666667	109	101118.3603	50.63513287	606.7633333	0.327136536	103399.541	51.77743665	597.4133333	0.325006908	21567.74727	10.80007374	643.4066667	0.480455214	103107.0687	51.6309808	577.36	0.359408529	119.5	119.5	119.5	113	113	113.5	109	109	109	y	y	17.92	y	y	91	91	85	79	75	69	65	58	51	y	y	y	y	y	BB431	0.742361111	0.659285	0.340715	42875	2017	Zhangye	38.94130801	100.434887	f	2101	NA	0.0000907	0.000012	7.53597561	0.13269682	africa	africa	NA	-15.22974817	NA	y	2101	1712	119.6666667	88	86.16666667	109687.044	54.92591087	598.13	0.328387854	90446.019	45.29094592	609.02	0.319191824	30172.734	15.10903055	610.18	0.517580952	100905.6483	50.52861709	610.18	0.347946951	119.5	120	119.5	88	88	88	86	86	86.5	y	y	16.83	y	y	92	92	86	80	74	69	64	57	50	y	y	y	n	NA	NA	NA	0.451782	0.548218
42567	2016	Lanzhou	36.23324099	103.426162	m	2006	BB373	0.000000218	0.000143754	0.001518888	658.37628	asia	asia	NA	-62.61193698	-19.26117562	y	2006	2005	117.6666667	105.8333333	106.1666667	78438.20533	39.2780197	660.78	0.358365151	93817.00033	46.97896862	594.4533333	0.367945911	18298.90297	9.163196278	692.0266667	0.480968337	58816.34467	29.45235086	644.4866667	0.427445257	118	117.5	117.5	105.5	106	106	106	106	106.5	y	y	16.25	NA	NA	91	88	83.5	78	74	69	63	56	49	y	y	y	y	n	BB373	0.690972222	0.487873	0.512127	42869	2017	Lanzhou	36.23339002	103.426215	f	2005	BB350	0.0000435	0.0000807	0.539427677	1.853816632	undetermined	NA	*india	-37.35189345	-20.26948628	y	2005	2078	121.3333333	98.16666667	99	89470.76067	44.80258421	626.7933333	0.334801159	121342.1027	60.76219463	660.02	0.331903528	13667.7714	6.844151928	660.02	0.534655157	69956.87633	35.03098464	643.4066667	0.431062181	121	121.5	121.5	98.5	98	98	99	99	99	y	y	19.07	y	y	96	94	88	81	75	70	65	58	51	y	y	y	y	y	BB350	0.881944444	0.473833	0.526167
42567	2016	Lanzhou	36.23080797	103.425766	m	2008	BB332	0.00000811	0.000132271	0.061280212	16.31848134	asia	asia	NA	-47.67779877	-13.59653944	y	2008	2009	120.1666667	102.1666667	101.6666667	131267.4167	65.73230679	660.78	0.328038343	120320.4073	60.25057954	644.4866667	0.322027486	24325.80523	12.18117438	660.02	0.50773217	78332.906	39.22529094	668.11	0.377700589	120	120	120.5	102	102	102.5	101.5	101.5	102	y	y	15.31	y	y	93	91.5	86	80	77	71	65	59	50	y	y	y	y	n	BB332	0.777777778	0.5372	0.4628	42567	2016	Lanzhou	36.23080797	103.425766	f	2009	BB371	0.0000199	0.000115128	0.172682473	5.790975664	asia	asia	NA	-42.98669639	-19.35676742	y	2009	2008	116	82	81.83333333	90816.11037	45.47626959	660.78	0.338450781	113176.1293	56.67307428	660.78	0.338336329	36957.4019	18.50646064	661.16	0.48952566	88112.23233	44.12229962	660.4	0.375233921	116	116	116	82	82	82	81.5	82	82	y	y	18.2	y	y	90	90.5	82	75	71	66	61	55	49	y	y	y	y	n	BB371	0.708333333	0.570279	0.429721
42567	2016	Lanzhou	36.23152597	103.425997	m	2010	BB377	0.0000419	0.000083	0.504917521	1.980521488	undetermined	NA	NA	-37.69690259	-20.57349897	y	2010	2011	116.6666667	94	91	127721.8177	63.9568441	660.78	0.323170538	105039.9683	52.59888249	661.16	0.348824732	26578.4652	13.30919639	661.16	0.494911909	74450.419	37.2811312	660.78	0.400046392	117	116.5	116.5	94	94	94	91	91	91	y	y	14.99	y	y	90	88	81	77	68.5	65	56	50	46	y	y	y	y	n	BB377	0.826388889	0.349396	0.650604	42567	2016	Lanzhou	36.23152597	103.425997	f	2011	BB381	0.0000571	0.0000609	0.937157298	1.067056728	undetermined	NA	NA	-34.35336326	-20.54397511	y	2011	2010	114.8333333	80.5	76	119395.7757	59.78756919	644.1666667	0.328908851	95307.55633	47.72536622	657.7566667	0.348068912	29698.06893	14.87134148	667.42	0.486326309	51482.917	25.78012869	660.02	0.411049166	115	114.5	115	80	80.5	81	76	76	76	y	y	14.62	y	y	90	88	82	75	71	65.5	60	55	48	y	y	y	y	n	BB381	0.754861111	0.373342	0.626658
42567	2016	Lanzhou	36.23280102	103.426025	m	2012	BB360	0.0000287	0.00010232	0.280285043	3.56779652	asia	asia	NA	-40.66397665	-23.05473332	y	2012	2013	120	103.8333333	104	99368.771	49.75902404	566.81	0.340302763	81889.96	41.00648973	632.1233333	0.362021149	21702.25503	10.86742866	668.11	0.525563996	68363.78167	34.23324069	632.83	0.444275062	120	120	120	103.5	104	104	104	104	104	y	y	15.53	y	y	91	92	82	81	77	70	65	59	51.5	y	y	y	y	n	BB360	0.927083333	0.477559	0.522441	42567	2016	Lanzhou	36.23354802	103.425527	f	2013	BB342	0.00000593	0.000135439	0.043780435	22.84125304	asia	asia	india	-49.13495279	-17.0807423	y	2013	2012	117.8333333	NA	82.83333333	85462.36633	42.79537623	643.4066667	0.366646762	93063.37833	46.60159155	644.1066667	0.375274692	23900.35767	11.96813103	667.04	0.511782596	64504.407	32.30065448	660.78	0.415506131	117.5	118	118	NA	NA	NA	83	83	82.5	y	n	17.12	y	y	92	91	86	77	72	69	63	57	50	y	y	y	y	n	BB342	0.9375	0.00001	0.99999
42567	2016	Lanzhou	36.23339002	103.426215	m	2018	BB334	1.09E-09	0.00014407	0.00000753	132777.7149	asia	asia	NA	-81.02592525	-20.98232241	y	2018	2019	122	100.6666667	99	81286.095	40.70410366	609.7933333	0.325318408	89561.28133	44.84791254	626.48	0.339368427	26988.4295	13.51448648	659.3933333	0.478822186	65857.08967	32.97801185	610.5	0.405046178	122	122	122	101	100.5	100.5	99	99	99	y	y	14.76	y	y	94	94	88	83	76	70	65	53	48	y	y	y	y	n	BB334	NA	0.474066	0.525934	42567	2016	Lanzhou	36.23339002	103.426215	f	2019	BB352	0.0000851	0.0000202	4.212597123	0.237383251	africa	africa	NA	-24.01426696	-19.20268978	y	2019	2018	115.6666667	79	79.5	81286.095	40.70410366	609.7933333	0.325318408	108055.651	54.10898898	609.77	0.329217988	31807.18707	15.92748476	660.7533333	0.467914499	77949.47933	39.0332896	610.18	0.379147292	115.5	116	115.5	79	79	79	79.5	79.5	79.5	y	y	13.13	y	NA	90	90	86	80	74	68	63	56	48	y	y	y	y	n	BB352	NA	0.511626	0.488374
42568	2016	Lanzhou	36.239239	103.431846	m	2021	BB379	0.0000109	0.000128258	0.084688614	11.80796276	asia	asia	NA	-46.2480425	-23.48754489	y	2021	2022	118.1666667	NA	120	95327.939	47.73557286	597.4733333	0.336507358	116233.911	58.20426189	616.14	0.326021369	29665.56883	14.85506702	643.0933333	0.473608997	82791.17067	41.45777199	638.06	0.360010715	118	118.5	118	NA	NA	NA	120	120	120	y	n	13.75	y	y	93	91	84	80	76	71	63	58	51	y	y	y	y	n	BB379	0.610416667	0.477705	0.522295	42568	2016	Lanzhou	36.239239	103.431846	f	2022	BB368	0.0000507	0.0000703	0.721174415	1.386627118	undetermined	NA	NA	-35.80341416	-22.1198111	y	2022	2021	117.1666667	77	79	95001.98833	47.5723527	590.4633333	0.320418681	109331.4367	54.74784009	649.4833333	0.323480304	28214.668	14.12852679	659.3933333	0.48975801	89204.73467	44.66937139	605.79	0.383688881	117	117.5	117	77	77	77	79	79	79	y	y	13.85	y	y	89	88	86	78	73	67	60	54	48	y	y	y	y	n	BB368	0.622222222	0.619127	0.380873
42568	2016	Lanzhou	36.23639703	103.432647	m	2027	BB386	0.0000352	0.0000928	0.379905421	2.632234091	asia	asia	NA	-39.15304188	-22.08649425	y	2027	2026	121.5	110.3333333	110	105476.2673	52.81735971	660.78	0.326425686	115314.2737	57.74375246	661.16	0.329057029	20141.76197	10.08601	660.78	0.495391575	60417.99433	30.25437873	644.1066667	0.411188904	121	121.5	122	110.5	110.5	110	110	110	110	y	y	15.48	y	y	95	94	87	80	74	67	63	56.5	50	y	y	y	y	n	BB386	0.95	0.338829	0.661171	42568	2016	Lanzhou	36.23639703	103.432647	f	2026	BB387	0.0000227	0.000111055	0.204212173	4.896867731	asia	asia	NA	-42.19317658	-22.84745122	y	2026	2027	122	NA	NA	99455.86367	49.80263579	609.02	0.310253188	72199.96333	36.15421299	642.3933333	0.349340797	21120.3809	10.57605453	650.4266667	0.500114014	59917.99733	30.00400467	609.7933333	0.384451639	122	122	122	NA	NA	NA	NA	NA	NA	n	n	16.29	y	y	95	95	89	81	76	69	64	58	51	y	y	y	y	n	BB387	0.951388889	0.151553	0.848447
42871	2017	Lanzhou	36.24323096	103.430295	m	2028	BB358	0.0000896	0.0000136	6.611064079	0.15126158	africa	africa	NA	-4.887591029	-16.9539598	y	2028	2029	117.5	98	95	103299.43	51.72730596	643.7266667	0.331480865	70649.64333	35.3778885	660.02	0.355002951	18289.5731	9.158524337	679.4133333	0.490633839	57341.61933	28.71388049	626.4066667	0.396308116	117.5	117.5	117.5	98	98	98	95	95	95	y	y	17.95	y	y	92	91	83	76	72	68	62	55	51	y	y	y	y	y-butnodata	BB358	0.786805556	0.253188	0.746812	42568	2016	Lanzhou	36.24183697	103.430736	f	2029	BB366	0.000084	0.0000218	3.845651861	0.260033939	africa	africa	NA	-24.84086821	-22.22847531	y	2029	2028	120.8333333	79.83333333	80	106807.884	53.48416825	650.7366667	0.346450793	100516.9653	50.33398364	639.0733333	0.340544963	28372.25843	14.20744038	681.7	0.504935796	88658.494	44.39584076	644.8	0.377560161	121	120.5	121	80	79.5	80	80	80	80	y	y	15.38	NA	NA	92	91.5	85	80	74	68	63	57	51	y	y	y	y	n	BB366	0.979166667	0.58024	0.41976
42568	2016	Lanzhou	36.23654002	103.433204	m	2033	BB344	0.0000765	0.0000327	2.336317279	0.428024057	africa	africa	NA	-28.69557642	-22.10053858	y	2033	2032	123	99	98.5	108756.6713	54.46002571	624.4066667	0.336022524	123591.9393	61.88880287	624.4066667	0.321782326	21547.71667	10.7900434	669.4	0.513457021	75998.44833	38.05630863	625.0633333	0.391177249	123	123	123	99	99	99	98.5	98.5	98.5	y	y	15.33	y	y	96	94	89	82	76	70	65	58	51	y	y	y	y	n	BB344	NA	0.99999	0.00001	42568	2016	Lanzhou	36.23654002	103.433204	f	2032	BB359	0.0000614	0.0000547	1.123781175	0.889852956	undetermined	NA	NA	-33.31295254	-22.32514544	y	2032	2033	113.6666667	78.33333333	78.33333333	93201.45433	46.67073327	559.1433333	0.320006996	104015.6437	52.08595076	596.0733333	0.350213025	24244.93193	12.14067698	691.78	0.514141827	86777.64167	43.45400184	568.0666667	0.377517318	113.5	114	113.5	78.5	78	78.5	78.5	78	78.5	y	y	14.88	y	y	87	86	82	77	72	66	61	54	48	y	y	y	y	n	BB359	1.009027778	0.455256	0.544744
42570	2016	Zhangye	38.937682	100.439127	m	2035	BB384	0.0000908	0.0000119	7.616130435	0.131300272	africa	africa	africa	-14.78828987	-17.6363902	y	2035	2036	126	102	101.1666667	114220.2363	57.19591203	597.4333333	0.335390099	125067.1893	62.62753597	614.8033333	0.33136397	19721.19813	9.875412185	676.8133333	0.525288937	84045.28633	42.08577182	653.6966667	0.348351941	126	126	126	102	102	102	101	101.5	101	y	y	17.31	y	y	98	97	96.5	85	77	71	62	54	52	y	y	y	y	n	BB384	0.75	0.99999	0.00001	42879	2017	Zhangye	38.93728302	100.439467	f	2036	BB354	0.0000857	0.0000193	4.435879268	0.225434449	africa	africa	*africa	-23.5199646	-17.63095373	y	2036	2116	121	84.83333333	85	121993.756	61.08851077	590.7933333	0.321648025	126652.3627	63.4213133	584.44	0.323867387	19628.66847	9.82907785	652.79	0.479219225	91789.53733	45.96371424	609.4066667	0.368032761	121	121	121	85	85	84.5	85	85	85	y	y	18.77	y	y	94	92	85	81	74.5	69	62	58	50	y	y	y	y	y	BB354	0.919444444	0.507777	0.492223
42570	2016	Zhangye	38.937524	100.438716	m	2038	BB341	0.0000878	0.0000163	5.395690707	0.185333084	africa	africa	NA	-21.40698707	-18.068379	y	2038	2037	125.5	NA	NA	130263.033	65.22936054	632.3533333	0.31544681	105890.498	53.02478618	633.04	0.32480209	21973.45563	11.00323267	659.08	0.494804156	98844.598	49.49654382	633.4466667	0.332231303	125.5	125.5	125.5	NA	NA	NA	NA	NA	NA	n	n	16.48	y	y	98	96	90	82	76.5	71	67	61	54	y	y	y	y	n	BB341	0.822916667	0.559623	0.440377	42570	2016	Zhangye	38.937524	100.438716	f	2037	BB335	0.000091	0.0000116	7.831085246	0.127696222	africa	africa	NA	-11.40318391	-17.38266686	y	2037	2038	126.5	93.5	93.5	113261.911	56.71602954	659.08	0.319098527	128061.9293	64.1271554	642.3933333	0.310771014	27274.38367	13.65767835	659.3933333	0.471896882	61433.30967	30.76279903	631.1166667	0.405567266	126.5	126.5	126.5	93.5	93.5	93.5	93.5	93.5	93.5	y	y	18.1	y	y	99	96.5	90	82	75	70	61	58	52	y	y	y	y	n	BB335	0.814583333	0.629737	0.370263
42570	2016	Zhangye	38.93768	100.43718	m	2042	BB372	0.0000909	0.0000117	7.790532157	0.128360936	africa	africa	NA	-10.7055238	-15.59678277	y	2042	2041	119.5	102.3333333	103	91364.71233	45.75098264	649.8	0.285475396	172604.0883	86.4316917	654.4166667	0.293735455	29925.23853	14.98509691	660.02	0.504953139	100383.6543	50.26722801	666.1	0.313093846	119.5	119.5	119.5	102.5	102	102.5	103	103	103	y	y	15.23	y	y	93	92	85	77	72	67	61	57	50	y	y	y	y	n	BB372	0.960416667	0.572947	0.427053	42570	2016	Zhangye	38.93768	100.43718	f	2041	BB369	0.0000879	0.0000161	5.455268545	0.183309033	africa	africa	NA	-21.27361898	-18.70235398	y	2041	2042	119.3333333	85	85.16666667	118225.556	59.20158037	626.7866667	0.300707428	128060.5757	64.12647755	610.5	0.309647691	39677.8397	19.86872293	627.4333333	0.472391108	79503.41767	39.81142597	642.3933333	0.344834872	119	119.5	119.5	85	85	85	85	85	85.5	y	y	16.28	y	y	92.5	90	84	78	74	67	64	57	51	y	y	y	y	n	BB369	0.941666667	0.755834	0.244166
42571	2016	Zhangye	38.94161504	100.435897	m	2047	NA	NA	NA	NA	NA	NA	NA	NA	NA	-18.7	y	2047	2048	120	96.83333333	96.66666667	82482.02267	41.30296578	614.0933333	0.338549702	85005.699	42.56669955	582.0733333	0.346597368	13085.37067	6.552514104	648.48	0.568486355	46588.1583	23.32907276	629.8133333	0.472064748	120	120	120	96.5	97	97	97	96.5	96.5	y	y	15.37	y	y	93	92	86	82	74	68	60	55	50	y	y	y	y	n	BB414	0.635416667	0.520221	0.479779	42571	2016	Zhangye	38.94161504	100.435897	f	2048	BB398	0.000091	0.0000116	7.842719981	0.127506784	africa	africa	africa	-11.86596706	-20.08975233	y	2048	2047	123	NA	94.16666667	94327.38133	47.23454248	610.18	0.31852466	126735.1313	63.46275981	633.8133333	0.323189759	23142.52563	11.58864579	676.08	0.508408855	86372.023	43.25088783	610.18	0.369048044	123	123	123	NA	NA	NA	94	94	94.5	y	n	15.42	y	y	96	95	88	83	76	68	63	56	50	y	y	y	y	n	BB398	0.645833333	0.99999	0.00001
42571	2016	Zhangye	38.94310098	100.435768	m	2050	BB432	0.0000875	0.0000167	5.236697391	0.190960051	africa	africa	NA	-21.76049599	-17.57388911	y	2050	2049	128.5	NA	NA	106213.9783	53.18676932	585.0933333	0.325455114	109052.0767	54.60795026	610.18	0.313918638	15121.169	7.571942414	690.04	0.546333971	59568.11553	29.82880097	626.7933333	0.412130802	128.5	128.5	128.5	NA	NA	NA	NA	NA	NA	n	n	18.44	y	y	100	98	92	85	78	71	67	59	52	y	y	y	y	n	BB432	0.694444444	0.504661	0.495339	42878	2017	Zhangye	38.94281801	100.435808	f	2049	BB428	0.0000605	0.000056	1.079114981	0.92668531	undetermined	NA	NA	-33.54808734	-18.98586476	y	2049	2113	121.8333333	102	103	143930.9797	72.07360023	591.18	0.305709071	117065.1267	58.62049407	591.18	0.314172352	29931.40807	14.98818631	660.02	0.493200063	103181.1807	51.66809247	626.7933333	0.333820385	122	122	121.5	102	102	102	103	103	103	y	y	21.13	y	y	93	92	87	82	75	69	64	57	52	y	y	y	y	y	BB428	0.902777778	0.541037	0.458963
42571	2016	Zhangye	38.94859197	100.43399	m	2053	BB402	0.0000902	0.0000128	7.055684152	0.1417297	africa	africa	NA	-17.14524134	-17.24413361	y	2053	2052	118	93	92	116388.3893	58.28161709	668.11	0.323070994	127583.415	63.88753881	659.7066667	0.320150892	16836.08503	8.430688549	659.7066667	0.513231249	82682.183	41.40319629	608.4933333	0.388740663	118	118	118	93	93	93	92	92	92	y	y	14.89	y	y	93	91	82	76.5	72	66	63	54	50	y	y	y	y	n	BB402	0.913194444	0.607988	0.392012	42571	2016	Zhangye	38.94859197	100.43399	f	2052	BB421	0.0000905	0.0000123	7.328172145	0.136459676	africa	africa	NA	-7.65591288	-19.59511909	y	2052	2053	120.1666667	81.33333333	81.66666667	115371.546	57.77243165	627.1133333	0.30172206	114251.5803	57.21160758	653.4133333	0.321806749	25951.65047	12.99531821	663.7933333	0.50698436	80305.39567	40.21301736	651.1266667	0.363171204	120	120	120.5	81	81.5	81.5	81.5	81.5	82	y	y	16.02	y	y	94	93	87	79	72	67	63	57	51	y	y	y	y	n	BB421	0.904166667	0.475381	0.524619
42572	2016	Zhangye	38.98859099	100.436512	m	2057	BB345	0.000091	0.0000116	7.81284908	0.127994281	africa	africa	*africa	-11.03140751	-18.86728962	y	2057	2058	123.3333333	106	NA	81035.14333	40.57843933	643.4066667	0.357585337	106177.9827	53.16874445	643.7866667	0.355741551	27621.13257	13.83131325	667.8	0.475120058	84219.998	42.17325889	660.4	0.385037906	123	123.5	123.5	106	106	106	NA	NA	NA	n	y	15.68	y	y	97	95	87	80	75	68	63	56	57	y	y	y	y	n	BB345	0.609027778	0.753324	0.246676	42572	2016	Zhangye	38.98859099	100.436512	f	2058	BB351	0.0000887	0.000015	5.932262454	0.16856975	africa	africa	NA	-20.17900387	-16.28503018	y	2058	2057	126	NA	NA	110269.3307	55.21749157	643.7866667	0.332926822	108987.1353	54.57543081	660.4	0.333552287	23602.31283	11.81888474	660.78	0.524789288	109647.4533	54.9060858	660.02	0.342844677	126	126	126	NA	NA	NA	NA	NA	NA	n	n	16.03	y	y	98	98	92	84	78	72	67	61	53	y	y	y	y	n	BB351	0.618055556	0.599897	0.400103
